,valence,artists,count,popularity
5840,0.0914,David Buttolph,2,0.0
5841,0.7726428571428573,David Byrne,28,31.42857142857143
5842,0.4717857142857144,David Cassidy,14,35.92857142857143
5843,0.535,David Coffin,2,39.0
5844,0.682,David Cole,2,50.0
5845,0.4253333333333333,David Cook,6,50.66666666666666
5846,0.3445034482758621,David Crosby,29,32.89655172413793
5847,0.578,David Cross,2,39.0
5848,0.2766666666666667,David Crowder Band,6,46.33333333333334
5849,0.218,David Cullen,2,29.0
5850,0.239,David Daniels,1,1.0
5851,0.233,David Darling,8,38.25
5852,0.402,David Draiman,2,46.0
5853,0.0396,David Duke,2,31.0
5854,0.718,David Dundas,2,49.0
5855,0.623,David E. Thomas,1,2.0
5856,0.634,David Essex,4,44.5
5857,0.607,David Ferguson,2,28.0
5858,0.1585,David Firth,4,34.75
5859,0.268,David Fischbein,2,61.0
5860,0.528,David Ford,1,21.0
5861,0.2744736842105263,David Foster,19,40.68421052631579
5862,0.4370000000000001,David Freiberg,2,34.0
5863,0.733,David Frizzell,5,48.8
5864,0.735,David Garvey,4,28.0
5865,0.4988,David Gates,10,43.6
5866,0.455,David Geringas,2,52.0
5867,0.2945882352941177,David Gilmour,34,32.176470588235304
5868,0.321,David Glen Eisley,2,49.0
5869,0.628,David Grant,1,40.0
5870,0.2894444444444444,David Gray,18,53.44444444444444
5871,0.7257500000000001,David Grisman,24,33.916666666666664
5872,0.5320980392156863,David Guetta,51,57.33333333333334
5873,0.409,David Haskell,3,20.0
5874,0.563,David Hasselhoff,2,51.0
5875,0.2,David Hazeltine,2,53.0
5876,0.973,David Holmes,2,44.0
5877,0.3435,David Houston,4,33.0
5878,0.2598,David Huntsinger,10,38.2
5879,0.969,David Johansen,2,33.0
5880,0.835,David Kamakahi,2,36.0
5881,0.352,David Kersh,2,34.0
5882,0.238,David Kershenbaum,2,47.0
5883,0.8799999999999999,David Kincaid,4,36.5
5884,0.4045,David Koz,2,24.5
5885,0.0533,David Kusevitsky,2,0.0
5886,0.1598666666666666,David Lanz,18,33.72222222222222
5887,0.9236666666666664,David Lee Garza,9,40.333333333333336
5888,0.7487999999999999,David Lee Murphy,5,62.4
5889,0.5781052631578948,David Lee Roth,38,38.10526315789474
5890,0.7215,David Lindley,4,37.5
5891,0.54,David Ling,2,35.0
5892,0.5063076923076923,David Ling Jr,13,37.53846153846154
5893,0.0332,David Lloyd-Jones,2,47.0
5894,0.145,David Lui,2,45.0
5895,0.406,David McCallum,2,47.0
5896,0.0433,David Measham,1,36.0
5897,0.168,David Meece,2,35.0
5898,0.685,David Morales,1,44.0
5899,0.28,David Moscow,2,42.0
5900,0.0792,David Nadien,2,17.0
5901,0.5770000000000001,David Nail,9,55.66666666666666
5902,0.2583333333333333,David Nevue,6,42.0
5903,0.364,David Newton,1,52.0
5904,0.4873333333333332,David Ogden Stiers,6,50.16666666666666
5905,0.2973625,David Oistrakh,8,13.25
5906,0.9625,David Olivarez,4,38.5
5907,0.392,David Ortiz,2,56.0
5908,0.2269999999999999,David Owen,2,10.5
5909,0.6846666666666666,David Pabon,6,55.0
5910,0.4668,David Pack,5,43.4
5911,0.128,David Peaston,2,23.0
5912,0.608,David Pole,1,0.0
5913,0.123,David Poleri,2,2.0
5914,0.2471666666666666,David Pomeranz,12,48.0
5915,0.27765,David Raksin,4,0.0
5916,0.116525,David Raskin,8,0.0
5917,0.37,David Rawlings,2,46.0
5918,0.8154999999999999,David Rendon,4,50.5
5919,0.5315,David Rose And His Orchestra,4,24.5
5920,0.7240000000000001,David Roy Eldridge,2,0.0
5921,0.7627,David Ruffin,20,30.2
5922,0.5448068965517241,David Sanborn,29,32.6896551724138
5923,0.7140000000000001,David Santos,2,72.0
5924,0.7308095238095236,David Seville,42,23.761904761904763
5925,0.4579999999999999,David Shaw,1,12.0
5926,0.0473,David Shifrin,1,55.0
5927,0.51475,David Shire,8,31.25
5928,0.221,David Slater,2,55.0
5929,0.05145,David Snell,4,46.5
5930,0.5914999999999999,David Soul,4,51.5
5931,0.797,David Storrs,1,20.0
5932,0.21095,David Sylvian,4,46.5
5933,0.4045,David T. Walker,4,35.5
5934,0.585,David TIckle,2,40.5
5935,0.4219999999999999,David Tao,8,52.0
5936,0.8985000000000001,David Thomas,2,16.5
5937,0.1515,David Tolk,4,44.5
5938,0.6519999999999999,David Tomlinson,5,39.2
5939,0.138,David Tudor,1,0.0
5940,0.868,David Van dePitte,4,28.5
5941,0.1669999999999999,David Velasquez,1,3.0
5942,0.62,David Vosburgh,1,23.0
5943,0.609,David Watson,1,39.0
5944,0.5015000000000001,David Wayne,4,2.0
5945,0.0299,David Wenngren,1,51.0
5946,0.6829999999999999,David Wilcox,4,36.5
5947,0.8446666666666668,David Winters,3,21.33333333333333
5948,0.622,David Zahavi,1,0.0
5949,0.397,David Zaizar,8,37.25
5950,0.18055,David Zinman,22,31.863636363636363
5951,0.23455,David-Trio,24,0.0
5952,0.86,Davilita,2,33.0
5953,0.3229999999999999,Davul and zurna players from Malatya,2,0.0
5954,0.5942500000000001,Davy Graham,8,24.5
5955,0.3978,Dawes,10,53.6
5956,0.765,Dawin,2,55.0
5957,0.6455,Dawn,2,38.0
5958,0.653,Dawn Penn,2,62.0
5959,0.03055,Dawn Upshaw,2,41.5
5960,0.342,Dax,4,64.5
5961,0.3670000000000001,Day Wave,2,58.0
5962,0.3860666666666665,Daya,15,68.26666666666667
5963,0.113,Dayday Hotnow,2,64.0
5964,0.743,Dayglow,6,74.0
5965,0.755,Days N Daze,4,49.5
5966,0.442625,Days Of The New,16,44.625
5967,0.24,Dayseeker,2,60.0
5968,0.556,Dayvi,1,77.0
5969,0.541,Daz,3,48.0
5970,0.5479090909090909,Daz Dillinger,11,53.45454545454545
5971,0.923,Dazz Band,13,39.615384615384606
5972,0.736,Dbangz,2,69.0
5973,0.7433333333333333,De Caro,6,0.0
5974,0.6311818181818182,De La Ghetto,22,59.40909090909091
5975,0.638375,De La Soul,8,55.25
5976,0.794,De Leone,1,0.0
5977,0.415,De Sica Vittorio,2,0.0
5978,0.13,De Wolfe Music,2,32.0
5979,0.615,De-Phazz,2,49.0
5980,0.6615555555555555,DeBarge,36,38.77777777777778
5981,0.75,DeGarmo & Key,2,25.0
5982,0.3738,DeJ Loaf,20,59.2
5983,0.32665,DeVotchKa,4,41.5
5984,0.3605,DeWayne Woods,4,41.5
5985,0.4970000000000001,DeYarmond Edison,2,49.0
5986,0.938,Dea Garbaccio,1,0.0
5987,0.6055,Deacon Blue,4,40.0
5988,0.4187,Dead Boys,20,32.7
5989,0.1811666666666666,Dead Can Dance,24,36.75
5990,0.6729999999999999,Dead Horses,2,63.0
5991,0.49642,Dead Kennedys,100,37.0
5992,0.411,Dead Man's Bones,8,46.75
5993,0.289,Dead Meadow,2,41.0
5994,0.5596,Dead Moon,10,35.8
5995,0.8494666666666668,Dead Or Alive,15,42.13333333333333
5996,0.5579999999999999,Dead Poetic,2,47.0
5997,0.5033333333333333,Dead Prez,6,50.0
5998,0.797,Dead To Me,2,44.0
5999,0.154,Dead by April,2,56.0
6000,0.721,Deadly Threat,2,36.0
6001,0.677,Deadsy,2,41.0
6002,0.278,Deaf Kev,2,64.0
6003,0.2755,Dean Brody,4,51.0
6004,0.711,Dean Campbell,1,0.0
6005,0.0618285714285714,Dean Evenson,7,48.28571428571429
6006,0.7190000000000001,Dean Friedman,2,38.0
6007,0.583,Dean Gillard,2,43.0
6008,0.4353333333333333,Dean Jones,6,19.0
6009,0.4006250000000001,Dean Lewis,16,71.375
6010,0.4745762827822117,Dean Martin,877,21.79133409350057
6011,0.914,Dean Pitchford,2,31.0
6012,0.13,Dean Stance,2,61.0
6013,0.4116,Deana Carter,10,49.8
6014,0.5740000000000001,Dear and the Headlights,4,48.5
6015,0.2267111111111111,Death,54,39.481481481481474
6016,0.1986166666666666,Death Angel,12,35.333333333333336
6017,0.6982,Death Before Disco,10,0.0
6018,0.4300545454545455,Death Cab for Cutie,88,45.72727272727273
6019,0.4646666666666666,Death From Above 1979,6,40.66666666666666
6020,0.3584285714285714,Death Grips,14,55.42857142857143
6021,0.4090000000000001,Death In June,6,39.333333333333336
6022,0.38,Death Stranding: Timefall,3,69.33333333333333
6023,0.1639999999999999,Deaton Chris Anthony,1,60.0
6024,0.4715,Deb Talan,2,52.5
6025,0.3295933333333333,Debabrata Biswas,15,0.0
6026,0.7992000000000001,Debbie Deb,10,43.6
6027,0.5804000000000001,Debbie Gibson,20,45.7
6028,0.5140142857142856,Debbie Reynolds,28,19.571428571428573
6029,0.53,Debbie Reyolds,2,12.0
6030,0.4293076923076924,Debbie Turner,13,39.07692307692308
6031,0.08775,Debby Boone,4,45.5
6032,0.74,Debelah Morgan,2,48.0
6033,0.962,Deben Bhattacharya,2,0.0
6034,0.4189999999999999,Deborah Allen,4,43.0
6035,0.4031714285714285,Deborah Cox,14,41.42857142857143
6036,0.924,Deborah Molina,2,0.0
6037,0.0371,Deborah Rees,1,22.0
6038,0.7090000000000001,Deborah Walley,1,14.0
6039,0.6296666666666667,Debra Laws,6,39.0
6040,0.5451199999999999,Decca Concert Orchestra,20,30.6
6041,0.00136,Decidic FX,4,64.0
6042,0.51175,Declan McKenna,8,66.75
6043,0.3979999999999999,Decyfer Down,2,45.0
6044,0.302,Dee Bradley Baker,1,42.0
6045,0.7445,Dee Clark,8,20.25
6046,0.875,Dee Dee Ford,2,21.0
6047,0.8809999999999999,Dee Dee Sharp,11,24.90909090909091
6048,0.396,Dee Felice Trio,2,45.0
6049,0.0854,Dee Fisher,2,13.0
6050,0.4379999999999999,Dee Jay Silver,1,49.0
6051,0.387,Dee Watkins,4,61.5
6052,0.47675,Deedee Magno Hall,4,60.75
6053,0.7018000000000001,Deee-Lite,20,41.0
6054,0.5725,Deep Blue Something,4,56.0
6055,0.598,Deep Dish,2,49.0
6056,0.596,Deep Forest,2,31.0
6057,0.5434686567164181,Deep Purple,134,31.22388059701493
6058,0.012715,Deep Rain Sampling,4,63.5
6059,0.0292,Deep Sleep,5,53.2
6060,0.0461327868852459,Deep Sleep Music Collective,61,60.95081967213114
6061,0.0325,Deep Sleep Music Experience,1,60.0
6062,0.0658,Deep Watch,2,64.0
6063,0.147,Deepak Chopra,1,44.0
6064,0.764,Deepti,1,56.0
6065,0.329,Deer Tick,6,46.33333333333334
6066,0.4984,Deerhunter,10,53.4
6067,0.637,Def Jef,2,33.0
6068,0.4948376344086021,Def Leppard,186,39.435483870967744
6069,0.826,Def Squad,2,44.0
6070,0.3735,Default,8,52.25
6071,0.434,Defeater,2,42.0
6072,0.7050000000000001,"Defiance, Ohio",4,41.0
6073,0.392,Defqwop,1,64.0
6074,0.2794140624999999,Deftones,128,48.859375
6075,0.12925,Deicide,8,38.75
6076,0.654,Deidre Goodwin,1,57.0
6077,0.327,Deion Reverie,2,63.0
6078,0.3938,Deitrick Haddon,5,44.4
6079,0.374,Deitrick Haddon Presents Voices of Unity,2,38.0
6080,0.6338,Del Amitri,10,38.0
6081,0.718,Del McCoury,1,27.0
6082,0.7148518518518515,Del Shannon,54,23.66666666666667
6083,0.6292812500000001,Del The Funky Homosapien,32,44.375
6084,0.262,Del Water Gap,2,57.0
6085,0.6253846153846153,Delaney & Bonnie,13,25.61538461538461
6086,0.13295,Delaney Jane,4,32.0
6087,0.6672499999999999,Delbert McClinton,16,36.125
6088,0.885,Delcio Carvalho,1,30.0
6089,0.897,"Dele Sosimi, Sam Duckworth, The Goldsmith Vocal Ensemble & ESKA",2,24.0
6090,0.7343333333333334,Delegation,6,42.333333333333336
6091,0.16015,Delerium,2,52.5
6092,0.7140000000000001,Delicatessen,2,51.0
6093,0.5746666666666668,Delinquent Habits,3,48.33333333333334
6094,0.503,Delirious?,2,43.0
6095,0.182,Della,2,57.0
6096,0.304,Della Reese,12,16.666666666666668
6097,0.0795,Delle Alpi,2,65.0
6098,0.7879999999999999,Delta 5,2,48.0
6099,0.622,Delta Nus,1,55.0
6100,0.716,Delta Rae,2,58.0
6101,0.6890000000000001,Delta Spirit,4,43.0
6102,0.5686666666666667,Deltron 3030,9,44.33333333333334
6103,0.4703333333333333,Delux,6,45.33333333333334
6104,0.158,Deluzion,3,0.0
6105,0.6743,Dem Franchize Boyz,10,48.4
6106,0.441,Demented Are Go,2,33.0
6107,0.1666999999999999,Demetri Martin,8,44.75
6108,0.4385000000000001,Demetrio Gonzalez,8,4.5
6109,0.356,Demi Kanon,2,8.0
6110,0.461551020408163,Demi Lovato,98,63.14285714285714
6111,0.5184,Demis Roussos,10,46.4
6112,0.62,Demon,2,39.0
6113,0.2825,Demon Hunter,4,45.5
6114,0.416,Demrick,2,50.0
6115,0.6713333333333332,Demun Jones,3,56.66666666666666
6116,0.5760000000000001,Den 10,2,57.0
6117,0.037,Denez Prigent,1,52.0
6118,0.6553333333333333,Deniece Williams,24,40.583333333333336
6119,0.649,Denis Leary,2,49.0
6120,0.0573,Denis Matsuev,2,55.0
6121,0.25,Denis Matthews,4,4.0
6122,0.3489166666666667,Denis Solee,12,49.16666666666666
6123,0.6766000000000001,Denise De Kalafe,5,46.4
6124,0.0635666666666666,Denise Duval,3,3.0
6125,0.654,Denise Faye,1,57.0
6126,0.26,Denise Gagne,4,38.5
6127,0.8244,Denise LaSalle,10,31.2
6128,0.3160428571428572,Dennis Brain,7,3.4285714285714284
6129,0.249,Dennis Brain Wind Ensemble,2,2.0
6130,0.8018333333333331,Dennis Brown,24,39.833333333333336
6131,0.526,Dennis Coffey,2,33.0
6132,0.6409999999999999,Dennis Coffey & The Detroit Guitar Band,2,24.0
6133,0.6406000000000001,Dennis Day,10,3.0
6134,0.3279999999999999,Dennis DeYoung,2,39.0
6135,0.83,Dennis Edwards,3,47.0
6136,0.862,Dennis Jarrett,1,0.0
6137,0.6729999999999999,Dennis Johnson,1,45.0
6138,0.4316666666666665,Dennis Kamakahi,3,40.0
6139,0.146,Dennis Kruissen,1,60.0
6140,0.16415,Dennis Lloyd,4,70.5
6141,0.6576666666666666,Dennis Morgan,3,0.6666666666666666
6142,0.6138,Dennis Pavao,10,18.3
6143,0.835,Dennis Weinrich with John O.Williams,2,51.0
6144,0.3436666666666666,Dennis Wilson,15,35.06666666666667
6145,0.505,Dennis Yost,8,33.0
6146,0.151,Denny Markass,2,14.0
6147,0.772,"Denny aka ""Steakknife""",2,43.0
6148,0.968,Denominado chu,1,1.0
6149,0.804,Denroy Morgan,2,36.0
6150,0.5533750000000001,Denzel Curry,24,63.54166666666666
6151,0.7427999999999999,Deodato,20,35.2
6152,0.5365,Deorro,6,60.33333333333334
6153,0.272,Department Of Eagles,2,40.0
6154,0.759,Department S,2,40.0
6155,0.6050935606060609,Depeche Mode,264,35.121212121212125
6156,0.505,Depswa,2,39.0
6157,0.252,Deptford Goth,2,48.0
6158,0.6945,Dequina Moore,4,49.75
6159,0.56512,Derek & The Dominos,50,37.6
6160,0.446,Derek Minor,2,48.0
6161,0.312,Derek Trucks,1,52.0
6162,0.747,Derek Varnals,2,64.0
6163,0.4109999999999999,Dermot Kennedy,16,68.625
6164,0.7883333333333334,Derrick Harriott,3,44.66666666666666
6165,0.968,Derrick Morgan,2,35.0
6166,0.04565,Derrir Olsen,2,0.0
6167,0.552,Derx,1,0.0
6168,0.735,Des Devious,1,52.0
6169,0.237,Des Rocs,2,64.0
6170,0.442325,Des'ree,8,61.5
6171,0.198,Desaparecidos,2,37.0
6172,0.14,Desaxe (FR),2,0.0
6173,0.8496666666666667,Descemer Bueno,3,64.33333333333333
6174,0.6212564102564103,Descendents,78,37.15384615384615
6175,0.477,Desert Dwellers,2,48.0
6176,0.82,Desert Sessions,2,42.0
6177,0.311,Desert Storm South,2,41.0
6178,0.5226,Desi Halban,10,0.0
6179,0.3547142857142856,Desiigner,7,67.85714285714286
6180,0.366,Desire,4,56.0
6181,0.838,Desireless,2,66.0
6182,0.44,Desmond Cheese,2,55.0
6183,0.875307692307692,Desmond Dekker,26,36.346153846153854
6184,0.973,Desmond Dekker & The Aces,1,37.0
6185,0.787,Desorden Público,2,43.0
6186,0.407,Dessa,2,55.0
6187,0.722,Dessy Hinds,2,47.0
6188,0.965,Destination,2,33.0
6189,0.6080615384615385,Destiny's Child,65,51.95384615384615
6190,0.945,Destra,1,43.0
6191,0.373,Destroy Boys,2,67.0
6192,0.351,Destroy Rebuild Until God Shows,2,45.0
6193,0.4585,Destroyer,8,42.75
6194,0.241,Destruction,2,35.0
6195,0.3616666666666665,Detail,6,51.33333333333334
6196,0.1515357142857143,Detroit Symphony Orchestra,14,3.571428571428572
6197,0.502,Deuce,4,48.0
6198,0.0421454545454545,Deuter,11,53.54545454545455
6199,0.3792352941176471,Deutsche Grammophon Literatur,17,2.235294117647059
6200,0.0488333333333333,Deutsches Symphonie-Orchester Berlin,3,11.666666666666664
6201,0.5920000000000001,Dev Anand,1,14.0
6202,0.216,Dev Kumar,2,0.0
6203,0.2055,Deva Premal,4,58.0
6204,0.0396,Devadip Carlos Santana,1,24.0
6205,0.294,Devaki Pandit,2,0.0
6206,0.6509999999999999,Devanand Sharma,2,23.0
6207,0.039,Devansh Tushar,2,65.0
6208,0.2319999999999999,Devault,2,64.0
6209,0.682,Devendra Banhart,10,54.2
6210,0.609,Devendra Mohan,2,0.0
6211,0.351,Devid Dega,2,0.0
6212,0.7252777777777778,Devika Rani,18,0.0
6213,0.288,Devil Maurini,2,0.0
6214,0.305,DevilDriver,6,50.66666666666666
6215,0.539,Devin Dawson,6,68.66666666666667
6216,0.6303333333333333,Devin The Dude,15,45.4
6217,0.21,Devin Townsend,2,47.0
6218,0.0399,Devin Townsend Project,2,49.0
6219,0.937,Devinder,2,0.0
6220,0.312,Devon Allman,1,52.0
6221,0.186,Devon Baldwin,2,62.0
6222,0.77,Devour,2,58.0
6223,0.509,Devour the Day,2,48.0
6224,0.679,Devvon Terrell,2,52.0
6225,0.7829999999999999,Dewey Edwards,2,31.0
6226,0.4639999999999999,Dexter Freebish,2,41.0
6227,0.5364139534883723,Dexter Gordon,86,23.81395348837209
6228,0.235,Dexter Morgan,2,0.0
6229,0.5941428571428571,Dexter Wansel,7,37.71428571428572
6230,0.7182941176470587,Dexys Midnight Runners,17,46.70588235294117
6231,0.526,Deya Dova,2,52.0
6232,0.305,Dezza,2,0.0
6233,0.0391,DgtalSystem,4,0.0
6234,0.4706216216216215,Dhananjay Bhattacharya,37,0.0
6235,0.382,Dhani Harrison,2,43.0
6236,0.618,Dhaniram,2,0.0
6237,0.424,Dharitri Mukherjee,2,0.0
6238,0.3389999999999999,Dharohar Project,1,42.0
6239,0.794,Dhiren Bose,2,0.0
6240,0.4528,Dhirendrachandra Mitra,10,0.0
6241,0.5057894736842106,Dhirendranath Das,38,0.0
6242,0.925,Di Melo,2,28.0
6243,0.605,Diablo,2,61.0
6244,0.779,Diablos Locos,2,62.0
6245,0.65,Diabolic,1,47.0
6246,0.22225,Diahann Carroll,4,5.25
6247,0.34,Diamantidis,2,0.0
6248,0.688,Diamond D,1,52.0
6249,0.4931666666666666,Diamond Head,12,32.333333333333336
6250,0.4963043478260869,Diamond Rio,46,39.69565217391305
6251,0.0862,Diana Eustrati,1,8.0
6252,0.7509999999999999,Diana King,2,60.0
6253,0.331744,Diana Krall,25,54.0
6254,0.9633333333333332,Diana Reyes,3,43.33333333333334
6255,0.5833421052631579,Diana Ross,114,37.44736842105263
6256,0.7106176470588236,Diana Ross & The Supremes,34,31.676470588235286
6257,0.19,Diana Sowle,2,33.0
6258,0.3720000000000001,Diana Yang,2,50.0
6259,0.0384,Diane Arkenstone,2,47.0
6260,0.415,Diane Schuur,4,29.0
6261,0.13,Diane Tell,2,50.0
6262,0.3495,Dianne Reeves,4,41.5
6263,0.8640000000000001,Dice Raw,1,38.0
6264,0.423,Dick Beavers,2,4.0
6265,0.5760000000000001,Dick Curless,4,24.5
6266,0.47475,Dick Dale,8,39.75
6267,0.60975,Dick Dale and his Del-Tones,8,45.5
6268,0.4296666666666665,Dick Gaughan,6,23.66666666666667
6269,0.8496666666666667,Dick Gautier,3,9.0
6270,0.654,Dick Gregory,2,6.0
6271,0.2296566666666668,Dick Haymes,60,6.05
6272,0.329,Dick Hyman,3,26.33333333333333
6273,0.4874000000000001,Dick Jurgens & His Orchestra,10,0.0
6274,0.423,Dick Justice,6,0.3333333333333333
6275,0.9065,Dick McDonough,2,9.0
6276,0.927,Dick Morgan,1,21.0
6277,0.5413333333333336,Dick Powell,9,0.2222222222222222
6278,0.7434999999999999,Dick Rivers,4,37.5
6279,0.5455,Dick Stabile,4,14.5
6280,0.65875,Dick Stabile And His Orchestra,8,26.75
6281,0.5735199999999998,Dick Van Dyke,25,33.0
6282,0.4945,Dick Walter,4,28.5
6283,0.5724285714285714,Dickey Betts,7,31.714285714285715
6284,0.8194999999999999,Dickie Jones,4,39.5
6285,0.488,Dicks,2,40.0
6286,0.856,Dicky Wells,2,25.0
6287,0.958,Dictator,2,11.0
6288,0.7168977272727274,Diddy,88,50.15909090909091
6289,0.4516666666666666,Diddy - Dirty Money,3,54.0
6290,0.379,Didier Bouture,1,42.0
6291,0.099,Didjeridu puller with rhythm sticks,2,1.0
6292,0.4542727272727272,Dido,22,57.45454545454545
6293,0.5580000000000002,Die Antwoord,12,58.33333333333334
6294,0.5954999999999999,Die Starlets,4,0.0
6295,0.126,Die Toten Hosen,2,60.0
6296,0.653,Diego Infanzon,2,0.0
6297,0.21,Diego Luna,2,51.0
6298,0.335,Diego Money,1,60.0
6299,0.6186666666666667,Diego Torres,12,59.0
6300,0.6388550000000002,Diego Verdaguer,40,46.0
6301,0.932,"Diego, Dora & Friends",2,46.0
6302,0.158,DiegoJHG,2,0.0
6303,0.5238275862068965,Dierks Bentley,58,53.93103448275862
6304,0.4123333333333334,Diesel,6,29.33333333333333
6305,0.525,Diesel Boy,2,41.0
6306,0.0863,Dieter Zechlin,2,1.0
6307,0.0502,Dietmar Zeman,1,39.0
6308,0.1898666666666667,Dietrich Fischer-Dieskau,9,13.111111111111107
6309,0.3066666666666666,Different Heaven,3,62.0
6310,0.6373333333333333,Digable Planets,42,40.95238095238096
6311,0.447,Digby Wolfe,1,36.0
6312,0.5379999999999999,Diggy Simmons,2,49.0
6313,0.2095,Digital Daggers,4,56.5
6314,0.6576000000000001,Digital Farm Animals,5,74.4
6315,0.6779999999999999,Digital Tribe,1,0.0
6316,0.6400000000000001,Digital Underground,16,46.875
6317,0.264,Digitalism,4,50.0
6318,0.608,Dijendra Nath Bagchi,2,0.0
6319,0.551,Dijon,2,69.0
6320,0.7685555555555557,Dilated Peoples,9,49.66666666666666
6321,0.6873333333333332,Dileep,3,0.0
6322,0.51,Dilip Das,1,0.0
6323,0.417,Dilip Dholakia,2,0.0
6324,0.7271875000000001,Dilip Kumar,16,0.125
6325,0.4747142857142856,Dilip Kumar Roy,14,0.0
6326,0.4972857142857143,Dillard & Clark,14,28.0
6327,0.2689999999999999,Dillinger Four,2,40.0
6328,0.713,Dillon Francis,2,62.0
6329,0.7909999999999999,Dilraj Kaur,2,6.0
6330,0.7044285714285713,Dilshad Begum,21,0.0
6331,0.56575,Dilú Melo,8,0.0
6332,0.609,Dim. Gkogkos,1,0.0
6333,0.445,Dima,4,0.0
6334,0.94,Dimension Latina,12,43.33333333333334
6335,0.5529999999999999,Dimiris Holevas,2,0.0
6336,0.241,Dimit5risd Arapakis,2,0.0
6337,0.4589999999999999,Dimitra Ntourali,8,0.25
6338,0.319,Dimitri McDowell,1,48.0
6339,0.181190909090909,Dimitri Mitropoulos,22,0.0
6340,0.298,Dimitri Tiomkin,2,0.0
6341,0.4615,Dimitri Vegas & Like Mike,2,58.0
6342,0.417,Dimitrii Tiomkin,2,0.0
6343,0.7418888888888888,Dimitris,9,0.0
6344,0.4589153846153847,Dimitris Arapakis,130,0.0
6345,0.884,Dimitris Atraidis,4,0.0
6346,0.4455,Dimitris Filipopoulos,32,0.0
6347,0.5807333333333334,Dimitris Gkogkos,15,0.0
6348,0.7769999999999999,Dimitris Holevas,4,0.0
6349,0.6006666666666666,Dimitris Mitropanos,6,43.33333333333334
6350,0.8725,Dimitris Mpenetos,4,0.0
6351,0.963,Dimitris Pedikopoulos,2,0.0
6352,0.8319215686274507,Dimitris Perdikopoulos,51,0.0
6353,0.6273333333333333,Dimitris Semsis,6,0.0
6354,0.5096666666666667,Dimitris Semsis-Violi,6,0.0
6355,0.841,Dimitris Sourmelis,2,0.0
6356,0.841,Dimitris Soyrmelis,1,0.0
6357,0.779,Dimitris Vlahopoulos,2,0.0
6358,0.779,Dimitris Vlaxopoylos,2,0.0
6359,0.7769999999999999,Dimitris Xolevas,4,0.0
6360,0.1603333333333333,Dimmu Borgir,6,47.66666666666666
6361,0.08,Dimor,2,0.0
6362,0.58,Dina Rae,2,72.0
6363,0.4181111111111112,Dinah Shore,27,12.0
6364,0.3889631067961163,Dinah Washington,206,19.936893203883496
6365,0.76,Dinastia Norteña,2,38.0
6366,0.3892500000000001,Dinendranath Tagore,8,0.0
6367,0.7559999999999999,Dino,2,0.0
6368,0.3289999999999999,Dino & The Deltones,2,20.0
6369,0.619,Dino Merlin,4,41.0
6370,0.113075,Dino Olivieri,4,25.5
6371,0.912,Dinosaur,2,35.0
6372,0.38091,Dinosaur Jr.,40,37.55
6373,0.795,Dinosaur L,2,30.0
6374,0.3457230769230769,Dinu Lipatti,52,1.5384615384615383
6375,0.4514193548387096,Dio,62,35.67741935483871
6376,0.875,Diomedes Diaz,6,50.16666666666666
6377,0.6562777777777775,Dion,108,26.092592592592588
6378,0.5253928571428571,Dion & The Belmonts,56,26.785714285714285
6379,0.324,Dion & The Wanderers,2,8.0
6380,0.4225,Dionisio Aguado,2,0.0
6381,0.7253333333333334,Dionne Farris,6,36.66666666666666
6382,0.5389207547169811,Dionne Warwick,106,34.99056603773585
6383,0.965,Dioris Valladares,4,8.5
6384,0.61,Diotima,2,0.0
6385,0.421,Dipali Nag,4,0.0
6386,0.5870000000000001,Dipankar Chatterjee,2,0.0
6387,0.5379999999999999,Dipika,2,0.0
6388,0.4728947368421053,Diplo,38,66.94736842105263
6389,0.8170000000000001,Diplomats of Solid Sound,1,55.0
6390,0.242,Dipti Banerjee,4,0.0
6391,0.799,Dirch Passer,1,15.0
6392,0.853,Dircinha Batista,2,3.0
6393,0.5713647058823532,Dire Straits,136,40.5735294117647
6394,0.908,Direct Drive,2,27.0
6395,0.69,Dirt Nasty,3,43.33333333333334
6396,0.517,Dirt Poor Robins,2,43.0
6397,0.444,Dirt Rock Empire,1,62.0
6398,0.422,Dirty,4,40.0
6399,0.207,Dirty Force,2,0.0
6400,0.965,Dirty Glass,2,1.0
6401,0.6793636363636366,Dirty Heads,33,53.39393939393939
6402,0.831,Dirty Looks,2,29.0
6403,0.447,Dirty Pretty Things,2,40.0
6404,0.5146666666666667,Dirty Projectors,3,45.33333333333334
6405,0.207,Dirty Red,2,39.0
6406,0.163,Dirty South,1,59.0
6407,0.451,Dirty Vegas,4,46.5
6408,0.162,Dirtyphonics,2,50.0
6409,0.5529999999999999,Discepolo,1,0.0
6410,0.3485,Discharge,20,29.7
6411,0.505,Disciple,2,46.0
6412,0.336,Disciples,2,77.0
6413,0.5441874999999999,Disclosure,16,63.125
6414,0.608,Disco Tex & His Sex-O-Lettes,2,28.0
6415,0.7424999999999999,Discovery,4,43.0
6416,0.4479999999999999,Disfigure,2,62.0
6417,0.35225,Dishwalla,8,50.0
6418,0.4587500000000001,Dismemberment Plan,8,39.75
6419,0.155,Disney Pixar Duets Karaoke,2,44.0
6420,0.368971111111111,Disney Studio Chorus,45,36.755555555555546
6421,0.5910833333333333,Dispatch,24,46.33333333333334
6422,0.4972111111111113,Disturbed,144,51.83333333333334
