userid,trackid,genre,listening_time,rating,timestamp,date
802,159,Pop,22,0.31746916560759564,290455942,1979-03-16
658,97,Latin,15,1.3359103558628116,619526667,1989-08-19
435,852,Rock,34,4.638546713097048,700650300,1992-03-15
847,770,Pop,43,3.3235518527493175,974867151,2000-11-21
4,910,Hip Hop,53,3.118107504963899,338897248,1980-09-27
326,844,Latin,29,4.427666605774477,552806667,1987-07-08
256,505,Jazz,60,3.4373160339598945,684053783,1991-09-05
791,725,Latin,58,2.5131030688837646,314501562,1979-12-19
941,263,Pop,14,3.926877757749469,775332636,1994-07-27
92,394,Electronic,10,0.893889097588555,355025034,1981-04-01
119,621,Pop,55,3.06317560189179,508029277,1986-02-05
69,909,Rock,0,2.5511195733283247,139744312,1974-06-06
842,984,Blues,39,0.11665858726636391,239599123,1977-08-04
309,391,Jazz,37,4.645406588460822,911498133,1998-11-19
490,360,Pop,52,3.326840033007926,999997348,2001-09-08
846,541,Pop,36,2.668481201461141,70948432,1972-03-31
518,990,Hip Hop,16,0.3257538475437116,774510997,1994-07-17
971,17,Blues,56,1.7640646410936822,267967069,1978-06-29
536,925,Jazz,11,3.036352114238801,574498993,1988-03-16
462,388,Blues,33,2.271785960180722,312181952,1979-11-22
804,723,Hip Hop,19,0.8171620593013501,824704631,1996-02-18
448,316,Pop,47,0.2502838733970225,861467767,1997-04-19
143,582,Rock,35,4.433376287937242,141068626,1974-06-21
953,106,Pop,53,1.46054965818806,904831970,1998-09-03
396,482,Jazz,24,0.3555798543181493,943240456,1999-11-21
190,465,Latin,3,3.0958528393057283,872969100,1997-08-30
413,525,Country,28,0.5444866769170481,261758334,1978-04-18
891,505,Electronic,20,2.3724086998361225,719032980,1992-10-13
343,701,Country,53,3.943109281942354,302970552,1979-08-08
564,687,Latin,53,3.288050094277653,13843213,1970-06-09
915,47,Rock,45,3.5909374741347504,364235374,1981-07-17
31,77,Hip Hop,30,2.1127193706450815,928475070,1999-06-03
948,539,Pop,35,1.0743355918167463,350095914,1981-02-03
605,713,Jazz,45,2.2057256551061077,849631775,1996-12-03
798,89,Country,3,1.4385722232541682,515455026,1986-05-02
998,234,Hip Hop,52,1.9197751020105625,809915559,1995-08-31
318,526,Blues,47,2.944741586081201,668414775,1991-03-07
518,102,Electronic,17,3.0766663674058354,842688403,1996-09-14
146,70,Electronic,46,4.776387023240468,637339363,1990-03-13
502,630,Jazz,56,0.8679408225279817,385320808,1982-03-18
546,263,Classical,49,1.1467815126218184,803996906,1995-06-24
274,12,Country,58,2.037734594679339,958369705,2000-05-14
103,975,Hip Hop,7,2.2039905188817563,951189727,2000-02-21
470,253,Latin,28,0.14455199327884638,359092962,1981-05-18
966,525,Country,55,4.674803122255236,111647652,1973-07-15
195,441,Jazz,35,3.3079400211483585,128977539,1974-02-01
595,501,Country,60,3.3596627379894373,189244699,1975-12-31
604,954,Classical,48,1.808251221360121,882625352,1997-12-20
162,36,Latin,19,2.034125669210632,47529977,1971-07-04
432,11,Hip Hop,2,2.3540032177547103,796150438,1995-03-25
703,980,Electronic,15,2.189802432677216,769306557,1994-05-18
524,970,Blues,35,2.9706726054106536,744750760,1993-08-07
385,567,Classical,4,3.6591349146827863,48726146,1971-07-18
850,106,Jazz,36,4.797610644047209,647544833,1990-07-09
392,77,Country,26,1.0156142973686006,666790291,1991-02-17
559,845,Blues,49,0.28478556087891405,624154400,1989-10-11
901,535,Rock,58,3.38031745172867,872342130,1997-08-23
267,491,Pop,18,0.02673158260916797,390506442,1982-05-17
354,774,Pop,31,3.296685112321975,393203122,1982-06-17
329,986,Blues,31,2.1412504592698918,159537966,1975-01-21
887,490,Latin,38,2.477907626798397,861499572,1997-04-19
31,464,Classical,8,2.7934262892368493,139122591,1974-05-29
205,874,Classical,19,2.0026181547357815,945412809,1999-12-16
38,319,Blues,44,2.194379454325526,449915795,1984-04-04
222,801,Jazz,52,2.9594987951060743,177838999,1975-08-21
881,981,Country,51,1.1761584553620874,841480502,1996-08-31
919,813,Classical,30,2.894576033384558,708699921,1992-06-16
381,655,Country,59,3.669154902130737,730068396,1993-02-18
1,408,Jazz,34,4.829308489467287,394369219,1982-07-01
795,163,Rock,34,2.0432488943180216,632029760,1990-01-10
21,811,Blues,15,0.3167595532026074,158638492,1975-01-10
931,99,Pop,28,2.867732014371232,462137566,1984-08-23
135,216,Pop,25,1.8473320353685574,914394835,1998-12-22
940,639,Latin,59,4.5556220226259505,427829699,1983-07-23
658,295,Rock,16,0.841321366377582,154484131,1974-11-23
787,80,Rock,57,4.627929700261194,429936778,1983-08-16
824,741,Jazz,56,1.8851444189736672,356240641,1981-04-15
116,390,Country,37,1.538284104686236,71937312,1972-04-12
65,434,Hip Hop,32,3.5669266831430138,179972150,1975-09-14
978,925,Rock,5,4.594724428213038,555561907,1987-08-09
976,162,Classical,60,1.7670081421839945,105290473,1973-05-03
384,678,Jazz,27,3.025761973885242,967459969,2000-08-28
256,578,Jazz,56,4.496459357214713,102170604,1973-03-28
331,772,Classical,45,1.3191857532089357,488567432,1985-06-25
266,452,Pop,42,1.7817100113965796,455680175,1984-06-09
304,537,Jazz,30,2.110472664056191,664998829,1991-01-27
504,540,Jazz,17,4.6624915167749,972328996,2000-10-23
651,851,Blues,3,1.475965540347925,120569810,1973-10-27
386,531,Blues,10,4.600434555256178,335872150,1980-08-23
575,96,Hip Hop,12,4.260676897004753,379753736,1982-01-13
131,236,Classical,34,0.2795472307672786,156859825,1974-12-21
16,299,Classical,32,2.3248016178302375,384320860,1982-03-06
635,671,Jazz,4,3.049785338202663,956782363,2000-04-26
870,552,Electronic,45,3.9826280204513913,181786528,1975-10-05
658,363,Country,8,4.486066062799162,440789487,1983-12-20
202,52,Hip Hop,52,2.089226873982357,340345670,1980-10-13
701,64,Country,49,0.7973652834335171,531562042,1986-11-05
827,496,Pop,7,0.21187061156521247,880196484,1997-11-22
68,602,Pop,6,3.9684968153246225,505908450,1986-01-12
636,523,Jazz,13,1.9102773631619407,489712208,1985-07-08
231,518,Jazz,9,2.281289126650954,5390697,1970-03-04
359,140,Jazz,48,3.5274348631725276,976124186,2000-12-06
342,978,Electronic,17,1.7899540493474941,690911207,1991-11-23
50,60,Rock,8,3.0813699836001627,420546792,1983-04-30
553,473,Pop,35,2.0359330237361277,361626936,1981-06-17
527,160,Blues,60,1.8999275239468179,134331429,1974-04-04
755,163,Electronic,3,1.7423378581376463,165792789,1975-04-03
960,353,Rock,9,1.3106886523437362,170762757,1975-05-31
378,231,Hip Hop,44,3.328847186641864,491200858,1985-07-25
890,683,Latin,25,3.0238144421787343,409233716,1982-12-20
599,36,Country,56,0.5367555803617541,509421895,1986-02-21
477,414,Blues,30,1.2380860229966806,358149661,1981-05-08
933,842,Blues,15,2.8172154460583414,452584162,1984-05-04
527,568,Blues,59,4.211103738608924,304700949,1979-08-28
773,240,Hip Hop,26,0.7335127924727086,137156077,1974-05-07
502,155,Blues,60,0.4996448559863964,133791039,1974-03-29
630,45,Rock,3,1.3620713015146961,254410366,1978-01-23
921,304,Blues,45,0.5024972453210713,819937092,1995-12-25
674,630,Country,45,4.422422272065199,871918425,1997-08-18
937,876,Country,5,2.492719957241243,210286671,1976-08-30
281,342,Jazz,17,0.5119848456563392,335361720,1980-08-17
728,592,Rock,15,2.3920220436676685,683856597,1991-09-02
407,432,Classical,60,2.730451255376087,394941081,1982-07-07
379,724,Latin,51,2.7957002745500885,430985538,1983-08-29
15,552,Country,6,4.3993003788165606,329042491,1980-06-05
385,402,Jazz,44,0.25396015213703493,561512242,1987-10-17
828,705,Classical,37,4.177296442288067,974438889,2000-11-16
886,296,Pop,54,3.432746466994814,997422195,2001-08-09
661,331,Rock,49,4.1305107575276665,650614558,1990-08-14
972,748,Country,27,0.7400615748812889,722243562,1992-11-20
679,331,Classical,60,4.383863557406976,644168369,1990-05-31
126,303,Classical,48,0.29556148782516944,898365382,1998-06-20
358,253,Hip Hop,39,4.0364691276284335,538644590,1987-01-26
827,189,Electronic,6,2.5436449976300017,411177110,1983-01-11
409,130,Hip Hop,9,1.2991154361271025,276008328,1978-09-30
366,672,Country,1,1.0319463293399038,109355750,1973-06-19
577,489,Electronic,20,0.9799021213737491,88055168,1972-10-15
124,28,Latin,47,3.7358841355668746,41029235,1971-04-20
273,628,Classical,12,1.2334640894660525,841443192,1996-08-30
335,574,Latin,3,2.686231059492976,102723006,1973-04-03
651,559,Pop,34,1.4536732698485078,489334373,1985-07-04
82,253,Classical,44,0.17026046882434698,257556588,1978-02-28
126,265,Pop,10,0.7402360861077684,954646489,2000-04-01
868,641,Electronic,32,3.8710950778450606,626421582,1989-11-06
360,925,Classical,1,2.1109549545436406,743614804,1993-07-25
751,699,Hip Hop,55,1.3640691141596195,332190091,1980-07-11
882,897,Classical,57,2.70687881938054,330097177,1980-06-17
791,75,Rock,43,2.9672330756496774,369466242,1981-09-15
631,692,Jazz,25,4.5888274722687035,575997521,1988-04-02
109,490,Jazz,42,2.375004195048105,305121600,1979-09-02
124,15,Latin,19,1.0155647011108448,945200550,1999-12-14
288,761,Jazz,29,0.18797212731183288,375802615,1981-11-28
93,723,Classical,19,3.975491457051445,694752425,1992-01-06
977,675,Country,56,2.082937386747558,351837155,1981-02-23
135,497,Classical,5,0.19712175498290352,438252600,1983-11-21
323,444,Country,16,2.970402703382094,776255123,1994-08-07
542,220,Rock,48,0.6767266358059393,987581233,2001-04-18
671,221,Country,30,3.164992104393283,38965483,1971-03-27
325,655,Jazz,5,4.551283238760436,16593401,1970-07-11
490,306,Rock,53,4.270298602655326,664528063,1991-01-22
985,315,Jazz,5,0.8500050854336832,535940257,1986-12-25
267,900,Rock,53,4.492009112989569,737802217,1993-05-19
202,347,Electronic,43,3.6156633332561356,291060610,1979-03-23
936,832,Classical,7,4.742504811619548,547612615,1987-05-09
586,735,Pop,58,0.10029595676533887,896353120,1998-05-28
36,452,Pop,34,3.469251266636621,299150890,1979-06-25
234,564,Classical,10,2.115438182159537,965798351,2000-08-08
519,781,Electronic,48,4.172367280933335,441421262,1983-12-27
509,361,Pop,20,2.418560024741632,60579441,1971-12-02
923,239,Hip Hop,40,2.6925028080962394,50609355,1971-08-09
922,138,Rock,8,0.7467684532419322,123980663,1973-12-05
917,611,Rock,12,3.5965379904227897,655988637,1990-10-15
104,238,Latin,27,1.512871929484914,836334918,1996-07-02
343,83,Jazz,37,3.614610367110322,205234531,1976-07-03
848,724,Rock,25,3.2295393998640796,701934264,1992-03-29
875,899,Blues,27,0.3359021687998198,39255002,1971-03-31
222,194,Electronic,34,4.967995244977751,607617551,1989-04-03
244,792,Latin,1,1.6099789312568662,274766799,1978-09-15
504,896,Jazz,34,0.03061413409384206,165198071,1975-03-27
728,932,Electronic,0,2.3963094763674793,299844232,1979-07-03
204,224,Jazz,44,0.4231408904160072,990961235,2001-05-27
774,421,Latin,21,3.641237172984067,739697887,1993-06-10
627,217,Jazz,12,4.168251624049243,711210926,1992-07-15
719,389,Rock,47,2.7338752682733625,399879928,1982-09-02
316,499,Latin,8,2.251641957101669,65047826,1972-01-23
465,50,Blues,8,1.2751128904218545,548898793,1987-05-24
66,142,Latin,43,4.804258304914607,341886522,1980-10-31
296,882,Classical,25,4.606719911117229,788133349,1994-12-22
973,776,Jazz,21,3.5070207239751374,781710828,1994-10-09
122,392,Pop,15,3.850996312594856,396214860,1982-07-22
269,913,Classical,20,1.2626657777993355,809281212,1995-08-24
901,112,Latin,60,4.599668896215427,845701780,1996-10-18
752,921,Classical,45,1.9681663760168633,560089351,1987-10-01
761,105,Jazz,55,3.058444258332154,436810522,1983-11-04
712,381,Jazz,54,3.290862978855849,644431150,1990-06-03
270,993,Hip Hop,7,3.109438045588231,709300738,1992-06-23
709,224,Pop,27,4.959259833750894,39699054,1971-04-05
126,216,Country,1,0.22279167029497393,740616147,1993-06-20
451,514,Pop,7,3.3305188690927086,936930539,1999-09-09
883,216,Hip Hop,4,3.843913812077477,653439144,1990-09-15
719,365,Jazz,40,4.664307734275591,872296071,1997-08-22
1000,132,Country,38,2.8220242231333885,687275366,1991-10-12
182,402,Rock,33,0.6835626118768656,191668304,1976-01-28
937,695,Blues,9,2.57519773886425,64220007,1972-01-13
40,563,Rock,59,3.2426772738755902,704968714,1992-05-04
597,402,Latin,17,4.0698196176070915,208024883,1976-08-04
505,143,Pop,10,1.90687670612674,385529810,1982-03-20
141,677,Blues,39,4.01120460088817,468199175,1984-11-01
735,245,Electronic,59,1.3105362301562868,578772436,1988-05-04
946,860,Hip Hop,10,2.819544297952942,485135507,1985-05-16
832,447,Jazz,0,1.3724688743925832,742081556,1993-07-07
799,51,Classical,42,1.9788244271096338,26538428,1970-11-03
290,417,Classical,48,4.2986325200991695,493600366,1985-08-22
956,56,Country,40,4.4822208412463045,941063054,1999-10-27
804,281,Latin,23,0.40398777393158225,248099145,1977-11-11
567,164,Classical,30,3.427652789654613,785660903,1994-11-24
678,627,Country,40,4.788855917549901,276075491,1978-10-01
584,969,Jazz,29,0.0359132878802193,694006720,1991-12-29
3,834,Electronic,7,2.681682700635176,836710131,1996-07-06
761,889,Classical,14,4.290239832071733,67868238,1972-02-25
112,657,Hip Hop,32,0.12133238508447775,852758210,1997-01-08
786,512,Jazz,45,2.3875457296739495,591179094,1988-09-25
456,525,Jazz,42,1.1127580464361024,405336037,1982-11-05
907,514,Country,42,1.6054873086764887,182913583,1975-10-18
56,236,Country,33,0.9253616298539663,381790808,1982-02-05
935,929,Country,16,2.6766682419524264,939896052,1999-10-14
93,760,Blues,43,3.5891749954682006,700447063,1992-03-12
622,349,Latin,18,1.2929867085066582,310457159,1979-11-02
699,422,Country,14,0.7189449466701947,441313899,1983-12-26
618,751,Country,8,3.708770698687177,859985920,1997-04-02
647,724,Hip Hop,43,2.534665921700536,753186959,1993-11-13
194,851,Jazz,15,0.4455666205610448,684736172,1991-09-12
686,292,Latin,0,4.298621779753647,356861054,1981-04-23
668,763,Blues,48,4.336053743701628,217329533,1976-11-20
91,957,Hip Hop,58,0.16529150234536494,343384632,1980-11-18
303,600,Electronic,3,0.6454549210444449,559054401,1987-09-19
596,222,Jazz,8,3.8672831740086355,222900121,1977-01-23
513,156,Electronic,5,0.388472601536356,60672460,1971-12-03
156,293,Country,44,0.16183482270169525,125567294,1973-12-24
736,876,Electronic,9,3.9404169343663975,603166059,1989-02-10
845,43,Pop,15,1.865680768587214,261025380,1978-04-09
81,383,Electronic,45,3.398860143123923,342712637,1980-11-10
650,557,Pop,31,3.031403243878313,265090237,1978-05-26
922,250,Rock,0,4.815580897708158,631761262,1990-01-07
867,568,Blues,28,3.454495448295485,18554121,1970-08-03
117,631,Electronic,26,2.4163563031239184,650591072,1990-08-13
158,906,Rock,48,0.9958383052024322,880396277,1997-11-24
483,271,Hip Hop,56,3.655506624685451,762432731,1994-02-28
983,321,Jazz,58,0.9045829850693321,49136675,1971-07-23
617,318,Rock,60,0.7429973090742964,138014235,1974-05-17
93,120,Hip Hop,33,4.522886877160773,123844002,1973-12-04
61,158,Hip Hop,54,2.437301095326356,8807939,1970-04-12
769,750,Jazz,36,2.5715119620480493,595628472,1988-11-15
835,944,Country,24,2.9557526590683443,800553177,1995-05-15
196,459,Rock,27,4.081543881786689,816740847,1995-11-18
538,168,Country,49,0.9611238692233953,996697423,2001-08-01
535,776,Blues,42,1.6482289720331378,192553595,1976-02-07
720,525,Pop,35,0.3950076421377008,230609915,1977-04-22
676,597,Pop,0,1.357470387383259,570424522,1988-01-28
306,852,Latin,58,1.0767529769231903,195147191,1976-03-08
153,318,Hip Hop,7,1.0472820265136047,436014742,1983-10-26
434,244,Classical,60,3.0928824926298653,87541216,1972-10-09
453,465,Latin,9,4.15385018109291,635091616,1990-02-15
490,309,Classical,31,1.990731916999346,39977084,1971-04-08
783,929,Rock,6,4.652422493717777,173437261,1975-07-01
226,869,Latin,39,2.7575007113428907,772502225,1994-06-24
186,154,Jazz,1,3.3858817944524686,829133231,1996-04-10
45,870,Rock,36,0.27305625702337244,114435633,1973-08-17
209,614,Jazz,1,4.949409266405885,166221204,1975-04-08
301,708,Electronic,12,2.6236995514828383,126210294,1973-12-31
477,200,Country,11,0.4589658296866844,569532271,1988-01-18
928,673,Latin,3,0.4099221742858,788614052,1994-12-28
718,878,Blues,24,2.8537008294393003,429882421,1983-08-16
772,137,Hip Hop,41,0.47951273931528315,552024503,1987-06-29
740,990,Pop,7,2.3004651493256385,538284383,1987-01-21
945,367,Jazz,34,2.23278775426551,443705659,1984-01-23
598,810,Classical,48,2.624052729790935,634030041,1990-02-03
724,188,Rock,21,2.7884033753230444,827912720,1996-03-27
635,961,Latin,36,1.0927839691779444,277813437,1978-10-21
798,930,Classical,24,2.2549981511871264,956348314,2000-04-21
292,706,Jazz,25,2.2516138377594412,137557023,1974-05-11
831,735,Hip Hop,8,1.9409615250923933,859001179,1997-03-21
126,946,Electronic,45,2.9682332874513015,404959292,1982-10-31
419,383,Country,12,1.744077576908989,777931613,1994-08-26
110,113,Rock,0,2.9771682994228597,912188038,1998-11-27
847,55,Hip Hop,13,0.648725578498,254322265,1978-01-22
369,993,Electronic,57,4.69898599389081,535864555,1986-12-24
760,344,Jazz,50,3.1787927447050404,126494234,1974-01-03
287,866,Classical,12,4.160225200812909,242639417,1977-09-09
728,193,Classical,47,3.2166237798427035,911254504,1998-11-16
464,299,Rock,15,0.26564677238288426,79532717,1972-07-09
386,933,Latin,35,1.2997197017663353,330178392,1980-06-18
351,18,Latin,45,2.9343770632284727,342745540,1980-11-10
620,199,Electronic,51,2.7096104080820007,497190202,1985-10-03
814,328,Blues,52,3.4774387949847316,163452147,1975-03-07
51,933,Pop,14,3.688418823063828,532344799,1986-11-14
98,659,Hip Hop,23,1.5537066275522076,258361086,1978-03-09
84,388,Hip Hop,55,4.697543333635357,888276016,1998-02-23
160,993,Latin,8,0.1533514083853027,490547946,1985-07-18
845,928,Latin,32,1.289950219531773,670516639,1991-04-01
763,242,Classical,60,0.47485395060966606,795593040,1995-03-18
37,54,Latin,7,2.0366582978579304,614444097,1989-06-21
513,556,Rock,39,3.983449703483248,730954202,1993-02-28
504,836,Electronic,34,0.30689370070463684,995067716,2001-07-13
758,501,Rock,60,1.3517216948555955,441679577,1983-12-30
342,418,Pop,22,4.830025935123604,990341432,2001-05-20
838,455,Classical,27,4.007613527562746,740210712,1993-06-16
623,914,Hip Hop,10,2.3491310744673233,589308942,1988-09-03
362,978,Rock,11,3.2239442617458653,624172344,1989-10-11
928,244,Pop,53,4.584974427501798,669059751,1991-03-15
424,722,Hip Hop,42,4.089405400772226,978688824,2001-01-05
643,522,Electronic,16,4.565338005546754,537178398,1987-01-09
855,301,Electronic,44,4.794903937578829,407850679,1982-12-04
92,29,Electronic,20,0.4463298472222643,381196485,1982-01-29
776,637,Blues,50,1.3894384969477203,496166488,1985-09-21
482,958,Jazz,30,2.327127380028893,168294519,1975-05-02
799,854,Electronic,8,2.0607154397311382,806762440,1995-07-26
387,291,Hip Hop,32,3.7365727406634215,616968357,1989-07-20
813,592,Classical,41,4.715149519208793,993543874,2001-06-26
553,314,Pop,25,0.6024608199145093,404140038,1982-10-22
726,490,Rock,2,0.9223773896634979,117471196,1973-09-21
174,733,Country,60,2.733598973950588,984702025,2001-03-15
112,706,Classical,6,3.5374002128386857,911280800,1998-11-16
65,426,Rock,4,0.7351934204745164,820645189,1996-01-02
1,233,Rock,58,3.045025435966168,546790028,1987-04-30
74,639,Blues,7,2.0701689508095344,942037302,1999-11-07
454,552,Blues,1,4.6223240335270654,340380715,1980-10-14
129,306,Rock,32,4.961988547452149,495264173,1985-09-10
558,70,Hip Hop,43,3.0071575591315893,15242638,1970-06-26
123,891,Country,32,0.6400509647105651,627683491,1989-11-21
213,916,Classical,9,1.7623475550921675,719319827,1992-10-17
552,636,Pop,44,4.880830880750718,671532550,1991-04-13
138,373,Classical,15,3.448924409058047,346100335,1980-12-19
125,723,Hip Hop,38,3.8197788273138555,968272642,2000-09-06
498,309,Electronic,27,0.4395516347981071,8541570,1970-04-09
785,320,Blues,30,4.965640771126177,609691893,1989-04-27
399,367,Electronic,10,1.440913820278008,245486851,1977-10-12
734,339,Electronic,48,2.839072654466803,363237733,1981-07-05
582,133,Jazz,24,4.435267804025898,121738085,1973-11-09
683,342,Rock,28,3.0950084846961916,976280652,2000-12-08
673,24,Rock,36,0.912571579031693,253255155,1978-01-09
16,501,Classical,15,2.527575669623252,374327342,1981-11-11
782,259,Latin,37,3.2583514742171387,468643853,1984-11-06
986,247,Latin,22,1.8441708649951383,678790014,1991-07-06
844,857,Electronic,16,1.8920276042449058,326561771,1980-05-07
559,362,Blues,20,4.35469102379111,800521615,1995-05-15
583,5,Blues,59,3.4675581623962985,813844212,1995-10-16
581,325,Pop,2,4.609776460678363,727598167,1993-01-20
132,476,Pop,8,3.0796143106474267,974114914,2000-11-13
198,501,Country,34,2.6327057382442876,97739199,1973-02-04
758,567,Latin,0,2.9814970789480837,248374106,1977-11-14
912,836,Country,49,3.06522101562629,622589,1970-01-07
474,936,Latin,10,3.560771236143112,868509503,1997-07-09
919,669,Classical,25,1.260752087612866,962441068,2000-07-01
634,346,Electronic,36,3.6221896337638415,505548771,1986-01-07
467,572,Rock,11,2.099259746226142,108603165,1973-06-10
79,362,Blues,56,0.03292560914942677,887902140,1998-02-19
780,115,Pop,6,2.1615520355158484,88087758,1972-10-16
454,298,Jazz,55,2.1238006529622715,601759170,1989-01-25
38,789,Blues,1,2.3427055678039803,455750813,1984-06-10
575,586,Hip Hop,22,1.6192559734263257,102259859,1973-03-29
3,337,Classical,59,4.400790531680364,804204270,1995-06-26
635,24,Latin,39,4.73518393560463,376411905,1981-12-05
952,174,Latin,24,0.4971531832142978,808647967,1995-08-17
926,281,Jazz,18,3.6485093483322437,376962454,1981-12-11
708,457,Electronic,46,4.807441304394413,870277322,1997-07-30
656,452,Rock,57,0.17488984403221164,164000771,1975-03-13
866,557,Blues,48,1.9764815421346138,471782420,1984-12-13
897,981,Jazz,37,0.454024124816238,581120108,1988-05-31
824,326,Jazz,13,1.9952026084001466,484543090,1985-05-09
994,837,Blues,58,3.562668775917518,824135887,1996-02-12
38,378,Blues,21,4.426345885350072,846734673,1996-10-30
228,816,Hip Hop,42,2.4423783686895866,746851169,1993-08-31
222,774,Blues,12,1.3788460559517601,325359934,1980-04-23
114,294,Country,28,4.2176002138720365,198128713,1976-04-11
558,970,Blues,0,4.092670889454583,607856642,1989-04-06
427,417,Country,22,3.0062454862329697,184513650,1975-11-06
782,123,Electronic,1,4.3522766767394785,955212213,2000-04-08
808,718,Latin,24,1.9927260045474178,450226174,1984-04-07
756,412,Latin,11,1.6402025052765095,697000782,1992-02-01
298,680,Classical,28,2.5192655776950117,295134668,1979-05-09
975,819,Classical,7,1.6848048416277117,916363759,1999-01-14
309,726,Blues,53,0.8880497672431042,977846837,2000-12-26
813,942,Hip Hop,12,1.4633742796524758,982685728,2001-02-20
386,49,Jazz,17,1.559253202402936,161481634,1975-02-12
198,193,Jazz,58,2.3816399756359683,335970962,1980-08-24
864,229,Classical,21,4.0473097909753255,661779159,1990-12-21
192,412,Pop,29,2.727012064471346,411132721,1983-01-11
735,901,Country,41,0.9268980080631484,126800228,1974-01-07
829,741,Blues,15,2.8402522350738044,620381425,1989-08-29
351,444,Jazz,47,3.5742598317045013,987447126,2001-04-16
58,16,Classical,38,0.9554859408071698,682063082,1991-08-12
416,692,Jazz,43,2.8576381568208915,70086659,1972-03-21
846,53,Blues,31,2.087497788624974,228879153,1977-04-02
707,991,Pop,25,1.7085441626174946,586048743,1988-07-27
562,309,Classical,54,4.841982916216106,174068755,1975-07-08
722,703,Hip Hop,56,4.350921721844371,671999782,1991-04-18
845,782,Pop,17,1.4009210554560285,122906078,1973-11-23
403,309,Classical,52,1.2267844377089354,337750036,1980-09-13
936,881,Electronic,17,1.3718315190264145,31634969,1971-01-01
261,170,Electronic,37,3.1767917135808905,611991587,1989-05-23
315,120,Electronic,52,0.33171239471269487,414957221,1983-02-24
242,822,Country,13,0.18901843918039118,718102248,1992-10-03
558,737,Blues,41,0.8112286637602556,950953974,2000-02-19
463,983,Latin,12,0.8656683039463914,750120271,1993-10-08
186,886,Pop,22,4.781351858360044,799631364,1995-05-04
633,271,Blues,2,2.6802516009323734,394540219,1982-07-03
780,434,Hip Hop,49,2.7845532578013454,762264181,1994-02-26
666,83,Pop,28,0.8884443932899977,674324652,1991-05-15
653,899,Pop,35,4.398331052451429,984258939,2001-03-10
645,414,Pop,56,0.20428281885320476,12540965,1970-05-25
217,762,Country,29,0.11696661832085675,765709073,1994-04-07
549,973,Hip Hop,17,4.985161230425953,34100338,1971-01-30
60,804,Electronic,23,3.1002244496368005,263606814,1978-05-09
517,52,Pop,1,3.6708769778133443,223832408,1977-02-03
150,95,Hip Hop,25,3.9184046533305965,220765166,1976-12-29
96,764,Blues,1,3.3781530821244568,918109725,1999-02-03
169,510,Country,52,4.1538005620767695,660700836,1990-12-08
264,899,Jazz,46,4.274799551677603,187325172,1975-12-08
866,533,Hip Hop,25,4.9887398305982575,374413621,1981-11-12
976,479,Electronic,1,3.5075689196187914,314821031,1979-12-23
410,532,Country,33,0.6031215502501797,274372523,1978-09-11
744,384,Rock,27,1.957780300920332,870864506,1997-08-06
956,44,Country,38,1.4110178550409591,442963963,1984-01-14
647,535,Jazz,25,2.5815650906732945,879563557,1997-11-14
881,105,Classical,16,3.079080439321187,966454409,2000-08-16
936,342,Electronic,21,4.780279624266371,659936677,1990-11-29
470,587,Pop,51,2.138038154912649,697012361,1992-02-01
941,314,Classical,33,2.9164767321785785,87486056,1972-10-09
181,629,Country,56,3.218578457246441,406899507,1982-11-23
282,589,Electronic,0,4.543441899226789,723271069,1992-12-01
823,864,Jazz,56,2.814643123281522,439241770,1983-12-02
303,784,Classical,27,2.506240460187961,128887451,1974-01-31
885,462,Pop,56,0.7701385329116034,83107682,1972-08-19
291,583,Country,41,0.11357568475434121,624576087,1989-10-16
209,99,Electronic,43,1.720260750202246,17538177,1970-07-22
672,515,Electronic,55,2.6351323483296536,363679794,1981-07-11
843,759,Pop,21,2.3555496829372133,704941071,1992-05-03
974,998,Hip Hop,47,2.7922659680577135,190207405,1976-01-11
330,473,Pop,20,0.9438747545698178,708522994,1992-06-14
121,332,Electronic,53,2.3208528578962695,750215997,1993-10-09
632,946,Jazz,38,0.8894810729087149,865629298,1997-06-06
99,772,Pop,25,4.895889912534039,828385725,1996-04-01
57,183,Blues,22,4.878276994529031,121273128,1973-11-04
669,994,Rock,19,2.5327655766959047,166041338,1975-04-06
652,446,Electronic,59,0.46339842750776516,648763054,1990-07-23
943,130,Rock,50,0.7633531130106358,376480602,1981-12-06
358,630,Jazz,41,2.1863309942552336,253603724,1978-01-13
185,1000,Rock,43,1.8129141411217276,892141288,1998-04-09
657,903,Hip Hop,23,0.9753082901828564,884361629,1998-01-09
764,44,Hip Hop,0,0.44686807932498074,159270709,1975-01-18
495,454,Jazz,5,4.720631151836826,589351594,1988-09-03
456,575,Classical,51,3.2327333675683088,290890972,1979-03-21
639,877,Blues,21,1.601820352640464,83908461,1972-08-28
130,557,Pop,19,4.46169488685649,390750486,1982-05-20
773,556,Rock,9,4.766938368002331,572142085,1988-02-17
865,296,Blues,11,2.429928950467831,874122040,1997-09-12
864,502,Hip Hop,2,4.043152631368071,323117579,1980-03-28
613,417,Latin,18,2.485406241257067,236000167,1977-06-24
409,508,Classical,40,3.4910872256464867,968952004,2000-09-14
509,657,Electronic,60,2.0428769624841188,314044221,1979-12-14
531,218,Country,50,3.3506054469578794,701640839,1992-03-26
375,523,Pop,33,3.43620834935964,157695049,1974-12-30
207,373,Classical,47,2.603365800975483,182949398,1975-10-19
